date,family,sales
2015-03-13,BEVERAGES,69359.0
2015-03-14,BEVERAGES,100108.0
2015-03-15,BEVERAGES,103675.0
2015-03-16,BEVERAGES,67787.0
2015-03-17,BEVERAGES,56083.0
2015-03-18,BEVERAGES,51117.0
2015-03-19,BEVERAGES,51270.0
2015-03-20,BEVERAGES,65964.0
2015-03-21,BEVERAGES,99110.0
2015-03-22,BEVERAGES,100532.0
2015-03-23,BEVERAGES,67213.0
2015-03-24,BEVERAGES,56124.0
2015-03-25,BEVERAGES,56342.0
2015-03-26,BEVERAGES,53874.0
2015-03-27,BEVERAGES,69563.0
2015-03-28,BEVERAGES,91796.0
2015-03-29,BEVERAGES,92581.0
2015-03-30,BEVERAGES,59422.0
2015-03-31,BEVERAGES,58428.0
2015-04-01,BEVERAGES,72437.0
2015-04-02,BEVERAGES,75373.0
2015-04-03,BEVERAGES,79073.0
2015-04-04,BEVERAGES,100278.0
2015-04-05,BEVERAGES,97667.0
2015-04-06,BEVERAGES,74249.0
2015-04-07,BEVERAGES,69443.0
2015-04-08,BEVERAGES,66312.0
2015-04-09,BEVERAGES,59861.0
2015-04-10,BEVERAGES,72353.0
2015-04-11,BEVERAGES,101645.0
2015-04-12,BEVERAGES,107316.0
2015-04-13,BEVERAGES,69918.0
2015-04-14,BEVERAGES,56924.0
2015-04-15,BEVERAGES,62284.0
2015-04-16,BEVERAGES,58135.0
2015-04-17,BEVERAGES,69325.0
2015-04-18,BEVERAGES,104019.0
2015-04-19,BEVERAGES,111810.0
2015-04-20,BEVERAGES,70266.0
2015-04-21,BEVERAGES,61786.0
2015-04-22,BEVERAGES,65191.0
2015-04-23,BEVERAGES,60910.0
2015-04-24,BEVERAGES,73523.0
2015-04-25,BEVERAGES,102105.0
2015-04-26,BEVERAGES,104082.0
2015-04-27,BEVERAGES,66069.0
2015-04-28,BEVERAGES,57552.0
2015-04-29,BEVERAGES,66330.0
2015-04-30,BEVERAGES,70911.0
2015-05-01,BEVERAGES,108439.0
2015-05-02,BEVERAGES,115923.0
2015-05-03,BEVERAGES,118220.0
2015-05-04,BEVERAGES,82034.0
2015-05-05,BEVERAGES,73822.0
2015-05-06,BEVERAGES,72650.0
2015-05-07,BEVERAGES,70516.0
2015-05-08,BEVERAGES,76100.0
2015-05-09,BEVERAGES,120977.0
2015-05-10,BEVERAGES,103419.0
2015-05-11,BEVERAGES,100265.0
2015-05-12,BEVERAGES,86067.0
2015-05-13,BEVERAGES,87980.0
2015-05-14,BEVERAGES,76833.0
2015-05-15,BEVERAGES,88813.0
2015-05-16,BEVERAGES,138256.0
2015-05-17,BEVERAGES,160410.0
2015-05-18,BEVERAGES,91905.0
2015-05-19,BEVERAGES,84465.0
2015-05-20,BEVERAGES,85446.0
2015-05-21,BEVERAGES,81561.0
2015-05-22,BEVERAGES,86392.0
2015-05-23,BEVERAGES,128075.0
2015-05-24,BEVERAGES,147438.0
2015-05-25,BEVERAGES,142885.0
2015-05-26,BEVERAGES,119315.0
2015-05-27,BEVERAGES,130646.0
2015-05-28,BEVERAGES,110606.0
2015-05-29,BEVERAGES,142542.0
2015-05-30,BEVERAGES,222684.0
2015-05-31,BEVERAGES,279416.0
2015-06-01,BEVERAGES,177796.0
2015-06-02,BEVERAGES,158218.0
2015-06-03,BEVERAGES,148618.0
2015-06-04,BEVERAGES,129861.0
2015-06-05,BEVERAGES,139106.0
2015-06-06,BEVERAGES,203812.0
2015-06-07,BEVERAGES,256266.0
2015-06-08,BEVERAGES,153741.0
2015-06-09,BEVERAGES,133264.0
2015-06-10,BEVERAGES,131189.0
2015-06-11,BEVERAGES,108538.0
2015-06-12,BEVERAGES,130983.0
2015-06-13,BEVERAGES,193557.0
2015-06-14,BEVERAGES,231832.0
2015-06-15,BEVERAGES,147746.0
2015-06-16,BEVERAGES,144085.0
2015-06-17,BEVERAGES,137699.0
2015-06-18,BEVERAGES,117815.0
2015-06-19,BEVERAGES,149341.0
2015-06-20,BEVERAGES,213946.0
2015-06-21,BEVERAGES,189656.0
2015-06-22,BEVERAGES,155611.0
2015-06-23,BEVERAGES,134868.0
2015-06-24,BEVERAGES,129511.0
2015-06-25,BEVERAGES,112540.0
2015-06-26,BEVERAGES,129554.0
2015-06-27,BEVERAGES,189444.0
2015-06-28,BEVERAGES,233445.0
2015-06-29,BEVERAGES,143810.0
2015-06-30,BEVERAGES,141374.0
2015-07-01,BEVERAGES,178850.0
2015-07-02,BEVERAGES,150691.0
2015-07-03,BEVERAGES,167561.0
2015-07-04,BEVERAGES,231442.0
2015-07-05,BEVERAGES,222054.0
2015-07-06,BEVERAGES,163773.0
2015-07-07,BEVERAGES,133971.0
2015-07-08,BEVERAGES,148297.0
2015-07-09,BEVERAGES,126515.0
2015-07-10,BEVERAGES,134557.0
2015-07-11,BEVERAGES,175384.0
2015-07-12,BEVERAGES,205222.0
2015-07-13,BEVERAGES,138442.0
2015-07-14,BEVERAGES,128372.0
2015-07-15,BEVERAGES,132498.0
2015-07-16,BEVERAGES,123396.0
2015-07-17,BEVERAGES,135501.0
2015-07-18,BEVERAGES,180644.0
2015-07-19,BEVERAGES,198112.0
2015-07-20,BEVERAGES,143393.0
2015-07-21,BEVERAGES,124720.0
2015-07-22,BEVERAGES,123891.0
2015-07-23,BEVERAGES,110462.0
2015-07-24,BEVERAGES,130521.0
2015-07-25,BEVERAGES,179044.0
2015-07-26,BEVERAGES,198840.0
2015-07-27,BEVERAGES,135793.0
2015-07-28,BEVERAGES,121059.0
2015-07-29,BEVERAGES,124694.0
2015-07-30,BEVERAGES,111569.0
2015-07-31,BEVERAGES,139862.0
2015-08-01,BEVERAGES,223619.0
2015-08-02,BEVERAGES,226146.0
2015-08-03,BEVERAGES,164279.0
2015-08-04,BEVERAGES,146430.0
2015-08-05,BEVERAGES,145053.0
2015-08-06,BEVERAGES,122278.0
2015-08-07,BEVERAGES,141550.0
2015-08-08,BEVERAGES,174314.0
2015-08-09,BEVERAGES,147786.0
2015-08-10,BEVERAGES,169813.0
2015-08-11,BEVERAGES,135807.0
2015-08-12,BEVERAGES,135600.0
2015-08-13,BEVERAGES,115113.0
2015-08-14,BEVERAGES,171899.0
2015-08-15,BEVERAGES,217135.0
2015-08-16,BEVERAGES,208213.0
2015-08-17,BEVERAGES,149741.0
2015-08-18,BEVERAGES,132609.0
2015-08-19,BEVERAGES,131368.0
2015-08-20,BEVERAGES,120312.0
2015-08-21,BEVERAGES,138317.0
2015-08-22,BEVERAGES,177761.0
2015-08-23,BEVERAGES,195491.0
2015-08-24,BEVERAGES,144581.0
2015-08-25,BEVERAGES,130586.0
2015-08-26,BEVERAGES,130276.0
2015-08-27,BEVERAGES,115548.0
2015-08-28,BEVERAGES,138499.0
2015-08-29,BEVERAGES,196492.0
2015-08-30,BEVERAGES,223201.0
2015-08-31,BEVERAGES,165371.0
2015-09-01,BEVERAGES,201878.0
2015-09-02,BEVERAGES,187208.0
2015-09-03,BEVERAGES,160764.0
2015-09-04,BEVERAGES,168572.0
2015-09-05,BEVERAGES,254856.0
2015-09-06,BEVERAGES,288474.0
2015-09-07,BEVERAGES,184317.0
2015-09-08,BEVERAGES,155460.0
2015-09-09,BEVERAGES,154908.0
2015-09-10,BEVERAGES,132801.0
2015-09-11,BEVERAGES,152567.0
2015-09-12,BEVERAGES,228446.0
2015-09-13,BEVERAGES,264504.0
2015-09-14,BEVERAGES,167985.0
2015-09-15,BEVERAGES,157006.0
2015-09-16,BEVERAGES,164646.0
2015-09-17,BEVERAGES,138240.0
2015-09-18,BEVERAGES,149665.0
2015-09-19,BEVERAGES,226917.0
2015-09-20,BEVERAGES,269952.0
2015-09-21,BEVERAGES,171329.0
2015-09-22,BEVERAGES,147748.0
2015-09-23,BEVERAGES,151735.0
2015-09-24,BEVERAGES,130493.0
2015-09-25,BEVERAGES,151268.0
2015-09-26,BEVERAGES,220853.0
2015-09-27,BEVERAGES,263863.0
2015-09-28,BEVERAGES,158953.0
2015-09-29,BEVERAGES,139997.0
2015-09-30,BEVERAGES,151850.0
2015-10-01,BEVERAGES,170270.0
2015-10-02,BEVERAGES,179072.0
2015-10-03,BEVERAGES,266772.0
2015-10-04,BEVERAGES,293128.0
2015-10-05,BEVERAGES,180680.0
2015-10-06,BEVERAGES,153568.0
2015-10-07,BEVERAGES,152723.0
2015-10-08,BEVERAGES,135449.0
2015-10-09,BEVERAGES,198341.0
2015-10-10,BEVERAGES,202425.0
2015-10-11,BEVERAGES,239775.0
2015-10-12,BEVERAGES,171553.0
2015-10-13,BEVERAGES,126001.0
2015-10-14,BEVERAGES,142303.0
2015-10-15,BEVERAGES,120661.0
2015-10-16,BEVERAGES,145065.0
2015-10-17,BEVERAGES,217293.0
2015-10-18,BEVERAGES,255640.0
2015-10-19,BEVERAGES,154403.0
2015-10-20,BEVERAGES,138062.0
2015-10-21,BEVERAGES,135597.0
2015-10-22,BEVERAGES,114266.0
2015-10-23,BEVERAGES,136944.0
2015-10-24,BEVERAGES,196368.0
2015-10-25,BEVERAGES,247406.0
2015-10-26,BEVERAGES,146756.0
2015-10-27,BEVERAGES,119431.0
2015-10-28,BEVERAGES,120395.0
2015-10-29,BEVERAGES,110449.0
2015-10-30,BEVERAGES,136186.0
2015-10-31,BEVERAGES,200340.0
2015-11-01,BEVERAGES,178923.0
2015-11-02,BEVERAGES,166253.0
2015-11-03,BEVERAGES,233975.0
2015-11-04,BEVERAGES,175193.0
2015-11-05,BEVERAGES,136033.0
2015-11-06,BEVERAGES,139532.0
2015-11-07,BEVERAGES,200149.0
2015-11-08,BEVERAGES,248989.0
2015-11-09,BEVERAGES,147662.0
2015-11-10,BEVERAGES,133410.0
2015-11-11,BEVERAGES,135161.0
2015-11-12,BEVERAGES,108605.0
2015-11-13,BEVERAGES,134346.0
2015-11-14,BEVERAGES,198512.0
2015-11-15,BEVERAGES,253378.0
2015-11-16,BEVERAGES,158543.0
2015-11-17,BEVERAGES,128542.0
2015-11-18,BEVERAGES,138055.0
2015-11-19,BEVERAGES,120479.0
2015-11-20,BEVERAGES,140459.0
2015-11-21,BEVERAGES,196489.0
2015-11-22,BEVERAGES,241280.0
2015-11-23,BEVERAGES,148176.0
2015-11-24,BEVERAGES,127901.0
2015-11-25,BEVERAGES,131036.0
2015-11-26,BEVERAGES,114515.0
2015-11-27,BEVERAGES,138362.0
2015-11-28,BEVERAGES,194999.0
2015-11-29,BEVERAGES,259468.0
2015-11-30,BEVERAGES,166074.0
2015-12-01,BEVERAGES,175428.0
2015-12-02,BEVERAGES,168466.0
2015-12-03,BEVERAGES,142518.0
2015-12-04,BEVERAGES,150676.0
2015-12-05,BEVERAGES,212881.0
2015-12-06,BEVERAGES,265552.0
2015-12-07,BEVERAGES,174770.0
2015-12-08,BEVERAGES,144221.0
2015-12-09,BEVERAGES,147989.0
2015-12-10,BEVERAGES,130101.0
2015-12-11,BEVERAGES,144439.0
2015-12-12,BEVERAGES,202436.0
2015-12-13,BEVERAGES,245033.0
2015-12-14,BEVERAGES,160756.0
2015-12-15,BEVERAGES,146725.0
2015-12-16,BEVERAGES,155905.0
2015-12-17,BEVERAGES,147661.0
2015-12-18,BEVERAGES,156419.0
2015-12-19,BEVERAGES,216978.0
2015-12-20,BEVERAGES,239069.0
2015-12-21,BEVERAGES,188430.0
2015-12-22,BEVERAGES,189733.0
2015-12-23,BEVERAGES,199461.0
2015-12-24,BEVERAGES,191789.0
2015-12-26,BEVERAGES,214286.0
2015-12-27,BEVERAGES,193941.0
2015-12-28,BEVERAGES,169404.0
2015-12-29,BEVERAGES,182087.0
2015-12-30,BEVERAGES,210801.0
2015-12-31,BEVERAGES,209006.0
2016-01-01,BEVERAGES,5104.0
2016-01-02,BEVERAGES,250510.0
2016-01-03,BEVERAGES,299177.0
2016-01-04,BEVERAGES,217525.0
2016-01-05,BEVERAGES,187069.0
2016-01-06,BEVERAGES,170360.0
2016-01-07,BEVERAGES,143636.0
2016-01-08,BEVERAGES,152225.0
2016-01-09,BEVERAGES,227854.0
2016-01-10,BEVERAGES,263121.0
2016-01-11,BEVERAGES,157869.0
2016-01-12,BEVERAGES,136315.0
2016-01-13,BEVERAGES,132266.0
2016-01-14,BEVERAGES,120609.0
2016-01-15,BEVERAGES,141955.0
2016-01-16,BEVERAGES,220308.0
2016-01-17,BEVERAGES,251345.0
2016-01-18,BEVERAGES,158492.0
2016-01-19,BEVERAGES,136240.0
2016-01-20,BEVERAGES,143371.0
2016-01-21,BEVERAGES,115821.0
2016-01-22,BEVERAGES,135214.0
2016-01-23,BEVERAGES,204449.0
2016-01-24,BEVERAGES,231483.0
2016-01-25,BEVERAGES,141976.0
2016-01-26,BEVERAGES,128256.0
2016-01-27,BEVERAGES,129324.0
2016-01-28,BEVERAGES,113870.0
2016-01-29,BEVERAGES,137022.0
2016-01-30,BEVERAGES,209541.0
2016-01-31,BEVERAGES,245481.0
2016-02-01,BEVERAGES,182638.0
2016-02-02,BEVERAGES,154284.0
2016-02-03,BEVERAGES,149974.0
2016-02-04,BEVERAGES,134005.0
2016-02-05,BEVERAGES,167256.0
2016-02-06,BEVERAGES,207438.0
2016-02-07,BEVERAGES,152830.0
2016-02-08,BEVERAGES,133559.0
2016-02-09,BEVERAGES,157846.0
2016-02-10,BEVERAGES,154782.0
2016-02-11,BEVERAGES,132974.0
2016-02-12,BEVERAGES,144742.0
2016-02-13,BEVERAGES,190061.0
2016-02-14,BEVERAGES,219933.0
2016-02-15,BEVERAGES,166667.0
2016-02-16,BEVERAGES,150444.0
2016-02-17,BEVERAGES,142628.0
2016-02-18,BEVERAGES,124212.0
2016-02-19,BEVERAGES,146081.0
2016-02-20,BEVERAGES,203285.0
2016-02-21,BEVERAGES,234842.0
2016-02-22,BEVERAGES,153189.0
2016-02-23,BEVERAGES,134845.0
2016-02-24,BEVERAGES,137272.0
2016-02-25,BEVERAGES,120695.0
2016-02-26,BEVERAGES,137555.0
2016-02-27,BEVERAGES,208705.0
2016-02-28,BEVERAGES,229672.0
2016-02-29,BEVERAGES,158195.0
2016-03-01,BEVERAGES,179419.0
2016-03-02,BEVERAGES,170183.0
2016-03-03,BEVERAGES,135577.0
2016-03-04,BEVERAGES,152201.0
2016-03-05,BEVERAGES,227024.0
2016-03-06,BEVERAGES,245308.0
2016-03-07,BEVERAGES,155266.0
2016-03-08,BEVERAGES,132163.0
2016-03-09,BEVERAGES,137198.0
2016-03-10,BEVERAGES,119723.0
2016-03-11,BEVERAGES,141062.0
2016-03-12,BEVERAGES,201038.0
2016-03-13,BEVERAGES,223273.0
2016-03-14,BEVERAGES,144170.0
2016-03-15,BEVERAGES,135828.0
2016-03-16,BEVERAGES,147195.0
2016-03-17,BEVERAGES,121907.0
2016-03-18,BEVERAGES,143712.0
2016-03-19,BEVERAGES,202664.0
2016-03-20,BEVERAGES,216151.0
2016-03-21,BEVERAGES,148126.0
2016-03-22,BEVERAGES,130755.0
2016-03-23,BEVERAGES,148247.0
2016-03-24,BEVERAGES,149854.0
2016-03-25,BEVERAGES,149515.0
2016-03-26,BEVERAGES,182196.0
2016-03-27,BEVERAGES,195375.0
2016-03-28,BEVERAGES,143196.0
2016-03-29,BEVERAGES,130183.0
2016-03-30,BEVERAGES,129972.0
2016-03-31,BEVERAGES,129134.0
2016-04-01,BEVERAGES,178237.0
2016-04-02,BEVERAGES,247315.0
2016-04-03,BEVERAGES,280881.0
2016-04-04,BEVERAGES,168081.0
2016-04-05,BEVERAGES,146023.0
2016-04-06,BEVERAGES,145034.0
2016-04-07,BEVERAGES,122792.0
2016-04-08,BEVERAGES,149302.0
2016-04-09,BEVERAGES,209669.0
2016-04-10,BEVERAGES,236767.0
2016-04-11,BEVERAGES,146607.0
2016-04-12,BEVERAGES,134193.0
2016-04-13,BEVERAGES,138348.0
2016-04-14,BEVERAGES,115020.0
2016-04-15,BEVERAGES,136320.0
2016-04-16,BEVERAGES,186935.0
2016-04-17,BEVERAGES,308788.0
2016-04-18,BEVERAGES,303298.0
2016-04-19,BEVERAGES,301533.0
2016-04-20,BEVERAGES,249845.0
2016-04-21,BEVERAGES,213186.0
2016-04-22,BEVERAGES,191154.0
2016-04-23,BEVERAGES,233084.0
2016-04-24,BEVERAGES,238503.0
2016-04-25,BEVERAGES,148627.0
2016-04-26,BEVERAGES,135431.0
2016-04-27,BEVERAGES,136526.0
2016-04-28,BEVERAGES,114193.0
2016-04-29,BEVERAGES,146007.0
2016-04-30,BEVERAGES,232805.0
2016-05-01,BEVERAGES,282785.0
2016-05-02,BEVERAGES,181088.0
2016-05-03,BEVERAGES,161856.0
2016-05-04,BEVERAGES,154805.0
2016-05-05,BEVERAGES,135208.0
2016-05-06,BEVERAGES,155813.0
2016-05-07,BEVERAGES,233769.0
2016-05-08,BEVERAGES,193033.0
2016-05-09,BEVERAGES,167064.0
2016-05-10,BEVERAGES,142775.0
2016-05-11,BEVERAGES,146886.0
2016-05-12,BEVERAGES,125988.0
2016-05-13,BEVERAGES,138176.0
2016-05-14,BEVERAGES,206787.0
2016-05-15,BEVERAGES,247562.0
2016-05-16,BEVERAGES,159437.0
2016-05-17,BEVERAGES,135697.0
2016-05-18,BEVERAGES,133039.0
2016-05-19,BEVERAGES,120632.0
2016-05-20,BEVERAGES,140732.0
2016-05-21,BEVERAGES,198856.0
2016-05-22,BEVERAGES,235966.0
2016-05-23,BEVERAGES,146066.0
2016-05-24,BEVERAGES,118786.0
2016-05-25,BEVERAGES,119655.0
2016-05-26,BEVERAGES,118074.0
2016-05-27,BEVERAGES,173865.0
2016-05-28,BEVERAGES,169401.0
2016-05-29,BEVERAGES,210425.0
2016-05-30,BEVERAGES,154183.0
2016-05-31,BEVERAGES,189942.0
2016-06-01,BEVERAGES,144778.0
2016-06-02,BEVERAGES,136640.0
2016-06-03,BEVERAGES,136752.0
2016-06-04,BEVERAGES,200698.0
2016-06-05,BEVERAGES,237485.0
2016-06-06,BEVERAGES,143265.0
2016-06-07,BEVERAGES,122148.0
2016-06-08,BEVERAGES,123561.0
2016-06-09,BEVERAGES,103888.0
2016-06-10,BEVERAGES,120510.0
2016-06-11,BEVERAGES,177120.0
2016-06-12,BEVERAGES,209344.0
2016-06-13,BEVERAGES,145511.0
2016-06-14,BEVERAGES,122071.0
2016-06-15,BEVERAGES,130428.0
2016-06-16,BEVERAGES,117386.0
2016-06-17,BEVERAGES,138623.0
2016-06-18,BEVERAGES,201641.0
2016-06-19,BEVERAGES,188682.0
2016-06-20,BEVERAGES,156605.0
2016-06-21,BEVERAGES,144562.0
2016-06-22,BEVERAGES,130519.0
2016-06-23,BEVERAGES,110900.0
2016-06-24,BEVERAGES,127196.0
2016-06-25,BEVERAGES,186097.0
2016-06-26,BEVERAGES,211047.0
2016-06-27,BEVERAGES,143453.0
2016-06-28,BEVERAGES,120127.0
2016-06-29,BEVERAGES,120697.0
2016-06-30,BEVERAGES,111342.0
2016-07-01,BEVERAGES,163624.0
2016-07-02,BEVERAGES,221451.0
2016-07-03,BEVERAGES,240162.0
2016-07-04,BEVERAGES,171926.0
2016-07-05,BEVERAGES,141837.0
2016-07-06,BEVERAGES,141899.0
2016-07-07,BEVERAGES,117203.0
2016-07-08,BEVERAGES,137729.0
2016-07-09,BEVERAGES,186086.0
2016-07-10,BEVERAGES,205290.0
2016-07-11,BEVERAGES,148417.0
2016-07-12,BEVERAGES,127538.0
2016-07-13,BEVERAGES,120720.0
2016-07-14,BEVERAGES,108521.0
2016-07-15,BEVERAGES,139563.0
2016-07-16,BEVERAGES,191821.0
2016-07-17,BEVERAGES,206438.0
2016-07-18,BEVERAGES,148214.0
2016-07-19,BEVERAGES,123942.0
2016-07-20,BEVERAGES,128434.0
2016-07-21,BEVERAGES,115017.0
2016-07-22,BEVERAGES,129281.0
2016-07-23,BEVERAGES,178923.0
2016-07-24,BEVERAGES,188675.0
2016-07-25,BEVERAGES,148783.0
2016-07-26,BEVERAGES,124377.0
2016-07-27,BEVERAGES,132795.0
2016-07-28,BEVERAGES,107270.0
2016-07-29,BEVERAGES,133460.0
2016-07-30,BEVERAGES,191957.0
2016-07-31,BEVERAGES,216431.0
2016-08-01,BEVERAGES,180546.0
2016-08-02,BEVERAGES,152668.0
2016-08-03,BEVERAGES,145874.0
2016-08-04,BEVERAGES,128160.0
2016-08-05,BEVERAGES,148293.0
2016-08-06,BEVERAGES,193330.0
2016-08-07,BEVERAGES,206605.0
2016-08-08,BEVERAGES,157126.0
2016-08-09,BEVERAGES,137263.0
2016-08-10,BEVERAGES,138205.0
2016-08-11,BEVERAGES,135983.0
2016-08-12,BEVERAGES,164500.0
2016-08-13,BEVERAGES,166578.0
2016-08-14,BEVERAGES,180725.0
2016-08-15,BEVERAGES,158646.0
2016-08-16,BEVERAGES,147799.0
2016-08-17,BEVERAGES,147254.0
2016-08-18,BEVERAGES,127986.0
2016-08-19,BEVERAGES,150082.0
2016-08-20,BEVERAGES,187625.0
2016-08-21,BEVERAGES,211220.0
2016-08-22,BEVERAGES,155457.0
2016-08-23,BEVERAGES,142435.0
2016-08-24,BEVERAGES,141334.0
2016-08-25,BEVERAGES,124207.0
2016-08-26,BEVERAGES,134789.0
2016-08-27,BEVERAGES,176165.0
2016-08-28,BEVERAGES,197233.0
2016-08-29,BEVERAGES,147156.0
2016-08-30,BEVERAGES,133625.0
2016-08-31,BEVERAGES,145155.0
2016-09-01,BEVERAGES,147069.0
2016-09-02,BEVERAGES,181079.0
2016-09-03,BEVERAGES,238510.0
2016-09-04,BEVERAGES,261398.0
2016-09-05,BEVERAGES,183848.0
2016-09-06,BEVERAGES,164550.0
2016-09-07,BEVERAGES,154897.0
2016-09-08,BEVERAGES,123746.0
2016-09-09,BEVERAGES,138299.0
2016-09-10,BEVERAGES,206418.0
2016-09-11,BEVERAGES,235684.0
2016-09-12,BEVERAGES,145080.0
2016-09-13,BEVERAGES,122882.0
2016-09-14,BEVERAGES,121120.0
2016-09-15,BEVERAGES,116264.0
2016-09-16,BEVERAGES,143598.0
2016-09-17,BEVERAGES,200090.0
2016-09-18,BEVERAGES,235321.0
2016-09-19,BEVERAGES,141236.0
2016-09-20,BEVERAGES,132262.0
2016-09-21,BEVERAGES,129414.0
2016-09-22,BEVERAGES,110130.0
2016-09-23,BEVERAGES,136138.0
2016-09-24,BEVERAGES,192610.0
2016-09-25,BEVERAGES,221098.0
2016-09-26,BEVERAGES,143488.0
2016-09-27,BEVERAGES,122181.0
2016-09-28,BEVERAGES,123595.0
2016-09-29,BEVERAGES,112182.0
2016-09-30,BEVERAGES,142867.0
2016-10-01,BEVERAGES,251375.0
2016-10-02,BEVERAGES,279121.0
2016-10-03,BEVERAGES,172823.0
2016-10-04,BEVERAGES,146150.0
2016-10-05,BEVERAGES,146410.0
2016-10-06,BEVERAGES,120057.0
2016-10-07,BEVERAGES,143269.0
2016-10-08,BEVERAGES,202566.0
2016-10-09,BEVERAGES,247109.0
2016-10-10,BEVERAGES,153350.0
2016-10-11,BEVERAGES,125318.0
2016-10-12,BEVERAGES,129236.0
2016-10-13,BEVERAGES,111697.0
2016-10-14,BEVERAGES,138234.0
2016-10-15,BEVERAGES,197333.0
2016-10-16,BEVERAGES,258559.0
2016-10-17,BEVERAGES,151406.0
2016-10-18,BEVERAGES,129897.0
2016-10-19,BEVERAGES,127212.0
2016-10-20,BEVERAGES,124603.0
2016-10-21,BEVERAGES,144526.0
2016-10-22,BEVERAGES,192343.0
2016-10-23,BEVERAGES,241561.0
2016-10-24,BEVERAGES,142098.0
2016-10-25,BEVERAGES,124323.0
2016-10-26,BEVERAGES,128716.0
2016-10-27,BEVERAGES,120153.0
2016-10-28,BEVERAGES,136370.0
2016-10-29,BEVERAGES,194747.0
2016-10-30,BEVERAGES,232250.0
2016-10-31,BEVERAGES,148589.0
2016-11-01,BEVERAGES,182070.0
2016-11-02,BEVERAGES,215033.0
2016-11-03,BEVERAGES,180293.0
2016-11-04,BEVERAGES,193535.0
2016-11-05,BEVERAGES,208685.0
2016-11-06,BEVERAGES,270422.0
2016-11-07,BEVERAGES,187162.0
2016-11-08,BEVERAGES,166081.0
2016-11-09,BEVERAGES,164618.0
2016-11-10,BEVERAGES,129184.0
2016-11-11,BEVERAGES,150597.0
2016-11-12,BEVERAGES,222661.0
2016-11-13,BEVERAGES,291398.0
2016-11-14,BEVERAGES,165265.0
2016-11-15,BEVERAGES,160177.0
2016-11-16,BEVERAGES,181322.0
2016-11-17,BEVERAGES,138887.0
2016-11-18,BEVERAGES,167311.0
2016-11-19,BEVERAGES,220970.0
2016-11-20,BEVERAGES,278158.0
2016-11-21,BEVERAGES,172392.0
2016-11-22,BEVERAGES,151843.0
2016-11-23,BEVERAGES,157465.0
2016-11-24,BEVERAGES,133102.0
2016-11-25,BEVERAGES,170648.0
2016-11-26,BEVERAGES,223057.0
2016-11-27,BEVERAGES,263835.0
2016-11-28,BEVERAGES,177635.0
2016-11-29,BEVERAGES,140124.0
2016-11-30,BEVERAGES,164748.0
